onset	duration	nEvent	EventType	channel
6.347	0.0115	1	FR	01-02
25.367	0.0165	2	FR	01-02
127.761	0.015	3	FR	01-02
128.2285	0.0135	4	FR	01-02
141.983	0.012	5	FR	01-02
