onset	duration	nEvent	EventType	channel
136.361	0.01	1	FR	1-2
120.5645	0.0165	2	FR	5-6
120.0565	0.013	3	FR	6-7
128.3605	0.018	4	FR	6-7
140.764	0.014	5	FR	6-7
44.908	0.0145	6	FR	7-8
