name	x	y	z	size	inteElectrodeDistance	manufacturer
1-2	n/a	n/a	n/a	5	10	AdTech
2-3	n/a	n/a	n/a	5	10	AdTech
5-6	n/a	n/a	n/a	5	10	AdTech
6-7	n/a	n/a	n/a	5	10	AdTech
7-8	n/a	n/a	n/a	5	10	AdTech
