name	x	y	z	size	inteElectrodeDistance	manufacturer
5-6	n/a	n/a	n/a	5	10	AdTech
6-7	n/a	n/a	n/a	5	10	AdTech
7-8	n/a	n/a	n/a	5	10	AdTech
13-14	n/a	n/a	n/a	5	10	AdTech
14-15	n/a	n/a	n/a	5	10	AdTech
15-16	n/a	n/a	n/a	5	10	AdTech
