onset	duration	nEvent	EventType	channel
209.7065	0.0255	516	FR	09-10
210.422	0.0255	517	FR	09-10
212.7755	0.026	518	FR	09-10
214.6915	0.0175	519	FR	09-10
218.1505	0.0095	520	FR	09-10
219.3085	0.0165	521	FR	09-10
219.3335	0.012	522	FR	09-10
223.663	0.0275	523	FR	09-10
224.6945	0.0145	524	FR	09-10
228.4755	0.018	525	FR	09-10
231.364	0.0175	526	FR	09-10
233.6405	0.01	527	FR	09-10
0.4985	0.0105	528	FR	10-11
1.6385	0.05	529	FR	10-11
3.8045	0.034	530	FR	10-11
6.071	0.021	531	FR	10-11
7.217	0.0185	532	FR	10-11
9.474	0.0225	533	FR	10-11
13.8365	0.021	534	FR	10-11
15.9875	0.0295	535	FR	10-11
17.1305	0.0325	536	FR	10-11
20.5455	0.03	537	FR	10-11
21.475	0.016	538	FR	10-11
23.4865	0.015	539	FR	10-11
26.545	0.026	540	FR	10-11
27.479	0.016	541	FR	10-11
28.487	0.03	542	FR	10-11
30.614	0.019	543	FR	10-11
34.9745	0.019	544	FR	10-11
35.9945	0.0265	545	FR	10-11
39.079	0.026	546	FR	10-11
51.2255	0.0115	547	FR	10-11
63.235	0.0195	548	FR	10-11
70.146	0.0315	549	FR	10-11
72.353	0.015	550	FR	10-11
73.8525	0.0365	551	FR	10-11
76.487	0.021	552	FR	10-11
77.654	0.016	553	FR	10-11
81.916	0.0165	554	FR	10-11
84.0735	0.011	555	FR	10-11
88.011	0.0225	556	FR	10-11
97.7115	0.0185	557	FR	10-11
99.0005	0.015	558	FR	10-11
102.8955	0.0175	559	FR	10-11
103.7815	0.032	560	FR	10-11
104.74	0.014	561	FR	10-11
105.7515	0.017	562	FR	10-11
109.2535	0.0215	563	FR	10-11
112.1915	0.023	564	FR	10-11
122.0975	0.0245	565	FR	10-11
123.0905	0.0145	566	FR	10-11
124.9895	0.0115	567	FR	10-11
125.9885	0.0125	568	FR	10-11
126.839	0.019	569	FR	10-11
128.7455	0.024	570	FR	10-11
136.2215	0.0235	571	FR	10-11
137.2925	0.0255	572	FR	10-11
139.026	0.0275	573	FR	10-11
141.1055	0.0145	574	FR	10-11
146.7965	0.01	575	FR	10-11
148.6615	0.017	576	FR	10-11
157.731	0.0325	577	FR	10-11
161.62	0.0265	578	FR	10-11
162.496	0.023	579	FR	10-11
168.545	0.0255	580	FR	10-11
169.5405	0.0145	581	FR	10-11
183.3905	0.015	582	FR	10-11
185.3035	0.014	583	FR	10-11
189.9825	0.0165	584	FR	10-11
190.973	0.019	585	FR	10-11
195.6215	0.0225	586	FR	10-11
201.812	0.0185	587	FR	10-11
209.7055	0.0255	588	FR	10-11
210.4205	0.015	589	FR	10-11
211.7495	0.0105	590	FR	10-11
212.769	0.019	591	FR	10-11
214.678	0.032	592	FR	10-11
218.1435	0.018	593	FR	10-11
219.3045	0.017	594	FR	10-11
221.51	0.017	595	FR	10-11
222.5875	0.019	596	FR	10-11
223.663	0.0265	597	FR	10-11
224.7025	0.0145	598	FR	10-11
225.656	0.0185	599	FR	10-11
227.526	0.013	600	FR	10-11
228.4775	0.015	601	FR	10-11
230.288	0.021	602	FR	10-11
231.365	0.02	603	FR	10-11
233.64	0.02	604	FR	10-11
234.87	0.029	605	FR	10-11
0.4945	0.0225	606	FR	11-12
1.6425	0.0365	607	FR	11-12
2.7145	0.0295	608	FR	11-12
4.9685	0.0255	609	FR	11-12
7.217	0.014	610	FR	11-12
12.76	0.0255	611	FR	11-12
14.8755	0.014	612	FR	11-12
23.4875	0.0175	613	FR	11-12
25.4625	0.0135	614	FR	11-12
26.5415	0.0175	615	FR	11-12
34.973	0.019	616	FR	11-12
35.9915	0.0335	617	FR	11-12
39.0755	0.03	618	FR	11-12
42.842	0.0175	619	FR	11-12
70.1455	0.0285	620	FR	11-12
72.349	0.027	621	FR	11-12
73.842	0.0425	622	FR	11-12
75.3395	0.0185	623	FR	11-12
76.4805	0.0195	624	FR	11-12
82.9415	0.021	625	FR	11-12
85.069	0.017	626	FR	11-12
88.0155	0.0175	627	FR	11-12
90.118	0.0215	628	FR	11-12
104.74	0.014	629	FR	11-12
105.7455	0.0165	630	FR	11-12
108.2225	0.0195	631	FR	11-12
122.11	0.0195	632	FR	11-12
123.0935	0.0195	633	FR	11-12
125.982	0.015	634	FR	11-12
128.75	0.026	635	FR	11-12
146.7885	0.0185	636	FR	11-12
161.6265	0.025	637	FR	11-12
166.0955	0.012	638	FR	11-12
175.314	0.026	639	FR	11-12
179.5255	0.026	640	FR	11-12
185.3055	0.0125	641	FR	11-12
187.276	0.0235	642	FR	11-12
189.983	0.024	643	FR	11-12
190.962	0.031	644	FR	11-12
195.6255	0.018	645	FR	11-12
200.743	0.0155	646	FR	11-12
208.4825	0.0145	647	FR	11-12
212.7815	0.0225	648	FR	11-12
219.3035	0.0335	649	FR	11-12
224.685	0.025	650	FR	11-12
225.6445	0.026	651	FR	11-12
230.272	0.031	652	FR	11-12
233.637	0.0315	653	FR	11-12
1.6355	0.018	654	FR	12-13
3.811	0.02	655	FR	12-13
14.874	0.017	656	FR	12-13
25.4525	0.026	657	FR	12-13
31.698	0.0205	658	FR	12-13
39.0685	0.022	659	FR	12-13
40.605	0.0165	660	FR	12-13
63.232	0.0195	661	FR	12-13
70.145	0.0195	662	FR	12-13
72.321	0.021	663	FR	12-13
73.8515	0.0175	664	FR	12-13
75.3245	0.0305	665	FR	12-13
76.4895	0.0125	666	FR	12-13
77.648	0.0145	667	FR	12-13
82.9335	0.0185	668	FR	12-13
90.119	0.019	669	FR	12-13
104.723	0.0145	670	FR	12-13
109.2445	0.022	671	FR	12-13
122.091	0.02	672	FR	12-13
143.9615	0.024	673	FR	12-13
179.5245	0.0225	674	FR	12-13
183.3845	0.0145	675	FR	12-13
189.976	0.0175	676	FR	12-13
190.957	0.021	677	FR	12-13
210.4145	0.027	678	FR	12-13
220.439	0.0195	679	FR	12-13
222.5755	0.0145	680	FR	12-13
224.6765	0.016	681	FR	12-13
225.657	0.011	682	FR	12-13
231.3415	0.0205	683	FR	12-13
233.641	0.0135	684	FR	12-13
0.486	0.028	685	FR	13-14
1.6355	0.02	686	FR	13-14
3.7865	0.026	687	FR	13-14
8.2525	0.0335	688	FR	13-14
9.4585	0.0145	689	FR	13-14
10.5475	0.0135	690	FR	13-14
12.7265	0.0425	691	FR	13-14
14.8675	0.0125	692	FR	13-14
20.532	0.0255	693	FR	13-14
21.4515	0.015	694	FR	13-14
22.3965	0.0235	695	FR	13-14
25.4355	0.0285	696	FR	13-14
28.4755	0.0165	697	FR	13-14
31.683	0.025	698	FR	13-14
34.9435	0.0145	699	FR	13-14
35.9825	0.0195	700	FR	13-14
38.049	0.013	701	FR	13-14
39.0635	0.024	702	FR	13-14
46.129	0.013	703	FR	13-14
51.1865	0.029	704	FR	13-14
52.7705	0.0115	705	FR	13-14
53.805	0.019	706	FR	13-14
63.2045	0.0265	707	FR	13-14
75.294	0.046	708	FR	13-14
77.63	0.035	709	FR	13-14
78.7125	0.0325	710	FR	13-14
80.8595	0.0205	711	FR	13-14
81.8955	0.0215	712	FR	13-14
82.938	0.023	713	FR	13-14
88.0055	0.0125	714	FR	13-14
93.73	0.019	715	FR	13-14
103.7635	0.0215	716	FR	13-14
104.7155	0.0125	717	FR	13-14
109.231	0.016	718	FR	13-14
122.079	0.017	719	FR	13-14
139.005	0.014	720	FR	13-14
141.097	0.0145	721	FR	13-14
148.6295	0.032	722	FR	13-14
155.4585	0.025	723	FR	13-14
156.3775	0.015	724	FR	13-14
163.391	0.0115	725	FR	13-14
166.074	0.0105	726	FR	13-14
168.5375	0.027	727	FR	13-14
169.52	0.0155	728	FR	13-14
173.573	0.0255	729	FR	13-14
174.146	0.022	730	FR	13-14
175.3035	0.0095	731	FR	13-14
177.454	0.02	732	FR	13-14
179.5205	0.0115	733	FR	13-14
181.5755	0.0145	734	FR	13-14
189.9635	0.033	735	FR	13-14
190.953	0.012	736	FR	13-14
200.7255	0.029	737	FR	13-14
202.59	0.02	738	FR	13-14
208.471	0.022	739	FR	13-14
210.427	0.0155	740	FR	13-14
218.1195	0.023	741	FR	13-14
219.29	0.013	742	FR	13-14
220.437	0.0135	743	FR	13-14
221.489	0.0255	744	FR	13-14
224.672	0.0165	745	FR	13-14
225.638	0.029	746	FR	13-14
227.512	0.0165	747	FR	13-14
228.454	0.014	748	FR	13-14
230.258	0.025	749	FR	13-14
231.3415	0.021	750	FR	13-14
232.23	0.0185	751	FR	13-14
0.478	0.0205	752	FR	14-15
2.6945	0.0225	753	FR	14-15
3.787	0.037	754	FR	14-15
6.062	0.0195	755	FR	14-15
7.2095	0.013	756	FR	14-15
8.252	0.038	757	FR	14-15
9.458	0.0145	758	FR	14-15
10.5435	0.0115	759	FR	14-15
11.6805	0.0365	760	FR	14-15
12.7345	0.0215	761	FR	14-15
21.452	0.022	762	FR	14-15
24.4185	0.013	763	FR	14-15
25.4345	0.0295	764	FR	14-15
27.4485	0.0155	765	FR	14-15
29.542	0.0125	766	FR	14-15
31.6835	0.0145	767	FR	14-15
32.8155	0.03	768	FR	14-15
34.9505	0.0245	769	FR	14-15
35.983	0.019	770	FR	14-15
37.1285	0.0185	771	FR	14-15
39.047	0.0185	772	FR	14-15
40.5955	0.0205	773	FR	14-15
46.128	0.0155	774	FR	14-15
