name	x	y	z	size	inteElectrodeDistance	manufacturer
3-4	n/a	n/a	n/a	5	10	AdTech
4-5	n/a	n/a	n/a	5	10	AdTech
5-6	n/a	n/a	n/a	5	10	AdTech
