onset	duration	nEvent	EventType	channel
4.228	0.01	1	FR	01-02
29.9485	0.02	2	FR	02-03
38.0595	0.013	3	FR	02-03
39.6375	0.014	4	FR	02-03
48.7735	0.013	5	FR	02-03
141.1065	0.0125	6	FR	02-03
213.6665	0.018	7	FR	02-03
245.6495	0.0295	8	FR	02-03
250.4915	0.0175	9	FR	02-03
250.5105	0.0155	10	FR	02-03
5.1045	0.0195	11	FR	03-04
213.6665	0.0175	12	FR	03-04
213.686	0.021	13	FR	03-04
