onset	duration	nEvent	EventType	channel
209.4025	0.012	183	FR	22-23
212.877	0.0155	184	FR	22-23
136.3375	0.012	185	FR	23-24
161.349	0.0095	186	FR	23-24
0.136	0.013	187	FR	27-28
1.666	0.0165	188	FR	27-28
3.4535	0.0185	189	FR	27-28
4.783	0.0125	190	FR	27-28
9.455	0.0215	191	FR	27-28
11.611	0.02	192	FR	27-28
12.6895	0.0135	193	FR	27-28
19.892	0.0105	194	FR	27-28
24.8755	0.013	195	FR	27-28
25.126	0.018	196	FR	27-28
25.8725	0.0135	197	FR	27-28
27.1065	0.0215	198	FR	27-28
34.8255	0.0205	199	FR	27-28
36.0425	0.0135	200	FR	27-28
37.514	0.0195	201	FR	27-28
42.6685	0.0105	202	FR	27-28
45.5605	0.0115	203	FR	27-28
48.156	0.029	204	FR	27-28
58.205	0.0155	205	FR	27-28
60.045	0.017	206	FR	27-28
66.423	0.02	207	FR	27-28
75.1285	0.021	208	FR	27-28
85.879	0.012	209	FR	27-28
87.1825	0.0245	210	FR	27-28
93.736	0.0185	211	FR	27-28
95.41	0.0175	212	FR	27-28
104.686	0.012	213	FR	27-28
106.2935	0.013	214	FR	27-28
106.7415	0.022	215	FR	27-28
111.607	0.0185	216	FR	27-28
116.9675	0.013	217	FR	27-28
118.35	0.011	218	FR	27-28
120.135	0.0125	219	FR	27-28
120.607	0.0165	220	FR	27-28
134.107	0.0155	221	FR	27-28
139.23	0.018	222	FR	27-28
142.5165	0.0105	223	FR	27-28
146.0115	0.0185	224	FR	27-28
152.711	0.0115	225	FR	27-28
154.3625	0.0165	226	FR	27-28
163.566	0.0175	227	FR	27-28
170.973	0.013	228	FR	27-28
171.75	0.0145	229	FR	27-28
173.32	0.0185	230	FR	27-28
180.9575	0.0145	231	FR	27-28
181.6745	0.014	232	FR	27-28
183.4025	0.0125	233	FR	27-28
185.0865	0.0245	234	FR	27-28
187.12	0.029	235	FR	27-28
189.3175	0.0355	236	FR	27-28
193.1705	0.025	237	FR	27-28
195.965	0.0185	238	FR	27-28
197.253	0.021	239	FR	27-28
202.1405	0.02	240	FR	27-28
203.289	0.021	241	FR	27-28
204.104	0.0185	242	FR	27-28
204.5775	0.0115	243	FR	27-28
209.949	0.0135	244	FR	27-28
4.268	0.0315	245	FR	28-29
8.4935	0.0165	246	FR	28-29
12.6905	0.0165	247	FR	28-29
13.347	0.0245	248	FR	28-29
19.356	0.018	249	FR	28-29
20.6795	0.013	250	FR	28-29
23.2935	0.02	251	FR	28-29
24.258	0.0125	252	FR	28-29
25.872	0.0195	253	FR	28-29
32.8165	0.0225	254	FR	28-29
33.879	0.012	255	FR	28-29
34.822	0.024	256	FR	28-29
36.0305	0.0275	257	FR	28-29
37.511	0.021	258	FR	28-29
45.847	0.0145	259	FR	28-29
48.1585	0.037	260	FR	28-29
50.5755	0.0215	261	FR	28-29
52.321	0.016	262	FR	28-29
59.2695	0.0245	263	FR	28-29
70.2725	0.022	264	FR	28-29
84.8435	0.012	265	FR	28-29
86.24	0.013	266	FR	28-29
86.7175	0.0135	267	FR	28-29
87.183	0.0175	268	FR	28-29
89.2285	0.021	269	FR	28-29
99.0875	0.0175	270	FR	28-29
106.2865	0.0265	271	FR	28-29
120.602	0.021	272	FR	28-29
124.324	0.014	273	FR	28-29
130.449	0.0145	274	FR	28-29
140.004	0.022	275	FR	28-29
150.2455	0.023	276	FR	28-29
152.7095	0.019	277	FR	28-29
163.5665	0.0165	278	FR	28-29
164.7045	0.0145	279	FR	28-29
165.0025	0.0125	280	FR	28-29
167.012	0.013	281	FR	28-29
174.3405	0.024	282	FR	28-29
177.6455	0.019	283	FR	28-29
191.8325	0.012	284	FR	28-29
206.2365	0.0105	285	FR	28-29
210.323	0.012	286	FR	28-29
211.109	0.0215	287	FR	28-29
211.8375	0.0125	288	FR	28-29
214.984	0.026	289	FR	28-29
215.826	0.01	290	FR	28-29
4.2815	0.012	291	FR	29-30
21.5255	0.0155	292	FR	29-30
28.7815	0.0195	293	FR	29-30
37.5115	0.0185	294	FR	29-30
45.081	0.016	295	FR	29-30
49.664	0.0165	296	FR	29-30
62.1325	0.0105	297	FR	29-30
62.214	0.0175	298	FR	29-30
72.516	0.014	299	FR	29-30
76.0215	0.0195	300	FR	29-30
83.471	0.0145	301	FR	29-30
86.24	0.0165	302	FR	29-30
123.61	0.0125	303	FR	29-30
124.3255	0.0135	304	FR	29-30
128.5735	0.018	305	FR	29-30
130.437	0.0375	306	FR	29-30
133.662	0.014	307	FR	29-30
140.01	0.0155	308	FR	29-30
142.7615	0.02	309	FR	29-30
157.575	0.01	310	FR	29-30
164.047	0.0235	311	FR	29-30
165.5995	0.0165	312	FR	29-30
174.0385	0.012	313	FR	29-30
210.7195	0.01	314	FR	29-30
211.8355	0.017	315	FR	29-30
212.8445	0.022	316	FR	29-30
24.2555	0.014	317	FR	30-31
49.6695	0.018	318	FR	30-31
98.9415	0.017	319	FR	30-31
107.63	0.021	320	FR	30-31
130.4395	0.0235	321	FR	30-31
132.0885	0.034	322	FR	30-31
136.7685	0.016	323	FR	30-31
102.1105	0.014	324	FR	31-32
